2026-01-04 08:09:59.660 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 11:58:10.250 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 11:58:10.251 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-04 11:58:10.265 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 JPA repository interfaces.
2026-01-04 11:58:10.265 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 11:58:10.265 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-01-04 11:58:10.284 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces.
2026-01-04 11:58:10.909 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 0 (http)
2026-01-04 11:58:10.916 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-01-04 11:58:10.916 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2026-01-04 11:58:10.952 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-01-04 11:58:10.952 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1416 ms
2026-01-04 11:58:11.102 [main] DEBUG c.material.system.config.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
2026-01-04 11:58:11.162 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Starting...
2026-01-04 11:58:11.294 [main] INFO  com.zaxxer.hikari.pool.HikariPool - MaterialHikariCP - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-01-04 11:58:11.299 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Start completed.
2026-01-04 11:58:11.364 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - Flyway Community Edition 9.22.3 by Redgate
2026-01-04 11:58:11.364 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - See release notes here: https://rd.gt/416ObMi
2026-01-04 11:58:11.364 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - 
2026-01-04 11:58:11.391 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:h2:mem:testdb (H2 2.2)
2026-01-04 11:58:11.394 [main] WARN  org.flywaydb.core.internal.database.base.Database - Flyway upgrade recommended: H2 2.2.224 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2026-01-04 11:58:11.409 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Schema history table "PUBLIC"."flyway_schema_history" does not exist yet
2026-01-04 11:58:11.409 [main] INFO  org.flywaydb.core.internal.command.DbValidate - Successfully validated 1 migration (execution time 00:00.014s)
2026-01-04 11:58:11.426 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Creating Schema History table "PUBLIC"."flyway_schema_history" ...
2026-01-04 11:58:11.453 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Current version of schema "PUBLIC": << Empty Schema >>
2026-01-04 11:58:11.457 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Migrating schema "PUBLIC" to version "1 - init"
2026-01-04 11:58:11.471 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Successfully applied 1 migration to schema "PUBLIC", now at version v1 (execution time 00:00.005s)
2026-01-04 11:58:11.545 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-04 11:58:11.583 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2026-01-04 11:58:11.604 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-04 11:58:11.736 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-04 11:58:11.764 [main] WARN  org.hibernate.dialect.Dialect - HHH000511: The 2.2.0 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2026-01-04 11:58:11.771 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-04 11:58:11.932 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-04 11:58:11.935 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 11:58:12.745 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 11:58:12.786 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 11:58:12.814 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 787662bf-2c7a-457f-ae5b-488c958178f8

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 11:58:13.061 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@698b2343, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@9a00385, org.springframework.security.web.context.SecurityContextHolderFilter@6af6a3b, org.springframework.security.web.header.HeaderWriterFilter@3d36204f, org.springframework.web.filter.CorsFilter@7f4ae871, org.springframework.security.web.authentication.logout.LogoutFilter@7c1a5092, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3b9d5218, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@273cb729, com.material.system.config.JwtAuthenticationFilter@2aa811f9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1cc9b564, org.springframework.security.web.access.ExceptionTranslationFilter@3ec8c874, org.springframework.security.web.access.intercept.AuthorizationFilter@3bd466bd]
2026-01-04 11:58:13.541 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 50194 (http) with context path '/api'
2026-01-04 11:58:13.545 [main] INFO  com.material.system.SysUserIntegrationTest - Started SysUserIntegrationTest in 4.22 seconds (process running for 4.795)
2026-01-04 11:58:16.547 [http-nio-auto-1-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-04 11:58:16.547 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-04 11:58:16.547 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-01-04 11:58:17.456 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 11:58:17.458 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown initiated...
2026-01-04 11:58:17.459 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown completed.
2026-01-04 12:01:16.390 [main] INFO  o.t.d.DockerMachineClientProviderStrategy - docker-machine executable was not found on PATH ([c:\Users\Administrator\AppData\Roaming\Code\User\globalStorage\github.copilot-chat\debugCommand, c:\Users\Administrator\AppData\Roaming\Code\User\globalStorage\github.copilot-chat\copilotCli, C:\Program Files\Common Files\Oracle\Java\javapath, C:\Python314\Scripts\, C:\Python314\, C:\Windows\system32, C:\Windows, C:\Windows\System32\Wbem, C:\Windows\System32\WindowsPowerShell\v1.0\, C:\Windows\System32\OpenSSH\, C:\Program Files\NVIDIA Corporation\NVIDIA App\NvDLISR, C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common, C:\Program Files\nodejs\, C:\ProgramData\chocolatey\bin, C:\Program Files\Java\jdk-19\bin, C:\Program Files\MySQL\MySQL Server 8.0\bin, C:\Program Files\Git\cmd, C:\workplace\apache-maven-3.9.12\bin, C:\Program Files\Redis\, c:\Users\Administrator\AppData\Local\Programs\Trae\bin, C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps, C:\Users\Administrator\AppData\Local\Programs\Microsoft VS Code\bin, C:\Users\Administrator\AppData\Roaming\npm, C:\Users\Administrator\AppData\Local\Programs\Qoder\bin, c:\Users\Administrator\.vscode\extensions\vscjava.vscode-java-debug-0.58.4\bundled\scripts\noConfigScripts])
2026-01-04 12:01:16.393 [main] ERROR o.t.dockerclient.DockerClientProviderStrategy - Could not find a valid Docker environment. Please check configuration. Attempted configurations were:
As no valid configuration was found, execution cannot continue.
See https://java.testcontainers.org/on_failure.html for more details.
2026-01-04 12:01:16.398 [main] INFO  com.material.system.SysUserIntegrationTest - Starting SysUserIntegrationTest using Java 19.0.2 with PID 21976 (started by Administrator in C:\workplace\cangku\backend)
2026-01-04 12:01:16.398 [main] DEBUG com.material.system.SysUserIntegrationTest - Running with Spring Boot v3.2.2, Spring v6.1.3
2026-01-04 12:01:16.398 [main] INFO  com.material.system.SysUserIntegrationTest - The following 1 profile is active: "test"
2026-01-04 12:01:17.082 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 12:01:17.083 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-04 12:01:17.099 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 JPA repository interfaces.
2026-01-04 12:01:17.107 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 12:01:17.108 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-01-04 12:01:17.108 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces.
2026-01-04 12:01:17.721 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 0 (http)
2026-01-04 12:01:17.728 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-01-04 12:01:17.729 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2026-01-04 12:01:17.766 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-01-04 12:01:17.766 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1355 ms
2026-01-04 12:01:17.941 [main] DEBUG c.material.system.config.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
2026-01-04 12:01:18.009 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Starting...
2026-01-04 12:01:18.125 [main] INFO  com.zaxxer.hikari.pool.HikariPool - MaterialHikariCP - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-01-04 12:01:18.125 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Start completed.
2026-01-04 12:01:18.196 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - Flyway Community Edition 9.22.3 by Redgate
2026-01-04 12:01:18.196 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - See release notes here: https://rd.gt/416ObMi
2026-01-04 12:01:18.196 [main] INFO  org.flywaydb.core.internal.license.VersionPrinter - 
2026-01-04 12:01:18.222 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:h2:mem:testdb (H2 2.2)
2026-01-04 12:01:18.232 [main] WARN  org.flywaydb.core.internal.database.base.Database - Flyway upgrade recommended: H2 2.2.224 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2026-01-04 12:01:18.259 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Schema history table "PUBLIC"."flyway_schema_history" does not exist yet
2026-01-04 12:01:18.262 [main] INFO  org.flywaydb.core.internal.command.DbValidate - Successfully validated 1 migration (execution time 00:00.015s)
2026-01-04 12:01:18.267 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Creating Schema History table "PUBLIC"."flyway_schema_history" ...
2026-01-04 12:01:18.290 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Current version of schema "PUBLIC": << Empty Schema >>
2026-01-04 12:01:18.293 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Migrating schema "PUBLIC" to version "1 - init"
2026-01-04 12:01:18.305 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Successfully applied 1 migration to schema "PUBLIC", now at version v1 (execution time 00:00.006s)
2026-01-04 12:01:18.387 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-04 12:01:18.424 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2026-01-04 12:01:18.441 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-04 12:01:18.592 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-04 12:01:18.608 [main] WARN  org.hibernate.dialect.Dialect - HHH000511: The 2.2.0 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2026-01-04 12:01:18.608 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-04 12:01:18.798 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-04 12:01:18.802 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 12:01:19.594 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 12:01:19.641 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 12:01:19.672 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: cc72d9a0-2082-44dd-acd4-d4033051a3fd

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 12:01:19.904 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@382fba37, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2f81d7f, org.springframework.security.web.context.SecurityContextHolderFilter@58453967, org.springframework.security.web.header.HeaderWriterFilter@406ea770, org.springframework.web.filter.CorsFilter@265ef3d0, org.springframework.security.web.authentication.logout.LogoutFilter@6adee80f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@510c6b9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@72117a6c, com.material.system.config.JwtAuthenticationFilter@11a67420, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@761ac810, org.springframework.security.web.access.ExceptionTranslationFilter@3294b641, org.springframework.security.web.access.intercept.AuthorizationFilter@400cb9ef]
2026-01-04 12:01:20.359 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 50325 (http) with context path '/api'
2026-01-04 12:01:20.369 [main] INFO  com.material.system.SysUserIntegrationTest - Started SysUserIntegrationTest in 4.31 seconds (process running for 4.858)
2026-01-04 12:01:21.606 [http-nio-auto-1-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-04 12:01:21.606 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-04 12:01:21.607 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-01-04 12:01:22.465 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 12:01:22.481 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown initiated...
2026-01-04 12:01:22.482 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown completed.
2026-01-04 13:29:07.060 [main] INFO  o.t.d.DockerMachineClientProviderStrategy - docker-machine executable was not found on PATH ([c:\Users\Administrator\AppData\Roaming\Code\User\globalStorage\github.copilot-chat\debugCommand, c:\Users\Administrator\AppData\Roaming\Code\User\globalStorage\github.copilot-chat\copilotCli, C:\Program Files\Common Files\Oracle\Java\javapath, C:\Python314\Scripts\, C:\Python314\, C:\Windows\system32, C:\Windows, C:\Windows\System32\Wbem, C:\Windows\System32\WindowsPowerShell\v1.0\, C:\Windows\System32\OpenSSH\, C:\Program Files\NVIDIA Corporation\NVIDIA App\NvDLISR, C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common, C:\Program Files\nodejs\, C:\ProgramData\chocolatey\bin, C:\Program Files\Java\jdk-19\bin, C:\Program Files\MySQL\MySQL Server 8.0\bin, C:\Program Files\Git\cmd, C:\workplace\apache-maven-3.9.12\bin, C:\Program Files\Redis\, c:\Users\Administrator\AppData\Local\Programs\Trae\bin, C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps, C:\Users\Administrator\AppData\Local\Programs\Microsoft VS Code\bin, C:\Users\Administrator\AppData\Roaming\npm, C:\Users\Administrator\AppData\Local\Programs\Qoder\bin, c:\Users\Administrator\.vscode\extensions\vscjava.vscode-java-debug-0.58.4\bundled\scripts\noConfigScripts])
2026-01-04 13:29:07.062 [main] ERROR o.t.dockerclient.DockerClientProviderStrategy - Could not find a valid Docker environment. Please check configuration. Attempted configurations were:
As no valid configuration was found, execution cannot continue.
See https://java.testcontainers.org/on_failure.html for more details.
2026-01-04 13:29:07.066 [main] INFO  com.material.system.SysUserIntegrationTest - Starting SysUserIntegrationTest using Java 19.0.2 with PID 15464 (started by Administrator in C:\workplace\cangku\backend)
2026-01-04 13:29:07.067 [main] DEBUG com.material.system.SysUserIntegrationTest - Running with Spring Boot v3.2.2, Spring v6.1.3
2026-01-04 13:29:07.067 [main] INFO  com.material.system.SysUserIntegrationTest - The following 1 profile is active: "test"
2026-01-04 13:29:07.732 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 13:29:07.733 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-04 13:29:07.749 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 JPA repository interfaces.
2026-01-04 13:29:07.759 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-01-04 13:29:07.760 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-01-04 13:29:07.765 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces.
2026-01-04 13:29:08.372 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 0 (http)
2026-01-04 13:29:08.381 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-01-04 13:29:08.382 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2026-01-04 13:29:08.428 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-01-04 13:29:08.428 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1351 ms
2026-01-04 13:29:08.593 [main] DEBUG c.material.system.config.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
2026-01-04 13:29:08.734 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Starting...
2026-01-04 13:29:08.858 [main] INFO  com.zaxxer.hikari.pool.HikariPool - MaterialHikariCP - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2026-01-04 13:29:08.859 [main] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Start completed.
2026-01-04 13:29:08.880 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:h2:mem:testdb (H2 2.2)
2026-01-04 13:29:08.882 [main] WARN  org.flywaydb.core.internal.database.base.Database - Flyway upgrade recommended: H2 2.2.224 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2026-01-04 13:29:08.894 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Schema history table "PUBLIC"."flyway_schema_history" does not exist yet
2026-01-04 13:29:08.895 [main] INFO  org.flywaydb.core.internal.command.DbValidate - Successfully validated 1 migration (execution time 00:00.007s)
2026-01-04 13:29:08.899 [main] INFO  o.f.c.i.schemahistory.JdbcTableSchemaHistory - Creating Schema History table "PUBLIC"."flyway_schema_history" ...
2026-01-04 13:29:08.917 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Current version of schema "PUBLIC": << Empty Schema >>
2026-01-04 13:29:08.920 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Migrating schema "PUBLIC" to version "1 - init"
2026-01-04 13:29:08.931 [main] INFO  org.flywaydb.core.internal.command.DbMigrate - Successfully applied 1 migration to schema "PUBLIC", now at version v1 (execution time 00:00.003s)
2026-01-04 13:29:09.017 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-04 13:29:09.064 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2026-01-04 13:29:09.077 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-04 13:29:09.221 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-04 13:29:09.243 [main] WARN  org.hibernate.dialect.Dialect - HHH000511: The 2.2.0 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2026-01-04 13:29:09.245 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-04 13:29:09.390 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-04 13:29:09.390 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 13:29:10.275 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2026-01-04 13:29:10.335 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-04 13:29:10.373 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: d71fc174-8ac3-4599-a60a-fc3acb230f1d

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-01-04 13:29:10.642 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7bd0e2e9, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6701fe26, org.springframework.security.web.context.SecurityContextHolderFilter@2ff30a75, org.springframework.security.web.header.HeaderWriterFilter@5091456c, org.springframework.web.filter.CorsFilter@6ac49084, org.springframework.security.web.authentication.logout.LogoutFilter@25ee6683, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7c068c7b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@67171221, com.material.system.config.JwtAuthenticationFilter@58e5fbe5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@10e542f3, org.springframework.security.web.access.ExceptionTranslationFilter@3e37c38f, org.springframework.security.web.access.intercept.AuthorizationFilter@2a6f3ac7]
2026-01-04 13:29:11.112 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 53278 (http) with context path '/api'
2026-01-04 13:29:11.121 [main] INFO  com.material.system.SysUserIntegrationTest - Started SysUserIntegrationTest in 4.446 seconds (process running for 4.983)
2026-01-04 13:29:16.494 [http-nio-auto-1-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-04 13:29:16.494 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-04 13:29:16.495 [http-nio-auto-1-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-01-04 13:29:17.351 [SpringApplicationShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-01-04 13:29:17.353 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown initiated...
2026-01-04 13:29:17.353 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MaterialHikariCP - Shutdown completed.
